ESTIMATE,GRP1,GRP2,PLOT_COUNT,SE,SE_PERCENT,VARIANCE
142693.3116804959,`0203 06037 CA Los Angeles,"`0012 Rights-of-way (improved road, railway, power line)",29,28924.1511885382,20.270152012,836606521.9774143
14945.1806290483,`0203 06037 CA Los Angeles,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",3,9393.2837020372,62.8515903232,88233778.7069569
5980.3963983665,`0203 06037 CA Los Angeles,`0016 Nonvegetated,1,6138.7134410441,102.6472667049,37683802.711255416
12130.2126072125,`0203 06037 CA Los Angeles,`0017 Wetland,2,8745.6681931324,72.0982267692,76486712.14436722
579397.5999156722,`0203 06037 CA Los Angeles,`0019 Nonforest,83,47953.4495737137,8.2764322083,2299533326.018706
188828.3311583463,`0203 06037 CA Los Angeles,`0020 Forest (presnfcd is null),39,31068.1701580465,16.4531296588,965231196.9693307
2317.5037961764,`0203 06037 CA Los Angeles,`0022 Noncensus water (presnfcd is null),1,2076.202446523,89.5878768332,4310616.598947987
551621.3974782663,`0203 06037 CA Los Angeles,`0023 Census water (presnfcd is null),91,56230.9968107454,10.1937664253,3161925002.330057
163477.7707516247,`0204 06039 CA Madera,`0001 Agricultural land,27,32002.126466332,19.5758275386,1024136098.3671049
162395.3120383567,`0204 06039 CA Madera,`0002 Cropland,27,31858.2383596619,19.6177081467,1014947351.3810349
6093.9639778039,`0204 06039 CA Madera,`0004 Idle farmland,1,6203.7663621744,101.8018220122,38486717.07644668
193538.4235395233,`0204 06039 CA Madera,`0009 Rangeland,37,34125.2769717379,17.6323007843,1164534528.3978283
31141.3280484408,`0204 06039 CA Madera,`0010 Developed,5,13938.7682162411,44.7597102942,194289259.3860926
17511.4050402725,`0204 06039 CA Madera,"`0011 Cultural (business, residential, other intense human activity)",5,10342.9279768492,59.0639526244,106976159.13428985
42751.4699814167,`0204 06039 CA Madera,"`0012 Rights-of-way (improved road, railway, power line)",16,15330.0901340798,35.8586269449,235011663.51900974
1843.3053194828,`0204 06039 CA Madera,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,1805.9445957185,97.9731668232,3261435.8828047016
41796.1944561285,`0204 06039 CA Madera,`0016 Nonvegetated,6,15989.6160283137,38.2561528301,255667820.73290756
674248.308364717,`0204 06039 CA Madera,`0020 Forest (presnfcd is null),104,59503.8806134319,8.825217635,3540711808.0575542
3055.6688787812,`0204 06039 CA Madera,`0022 Noncensus water (presnfcd is null),2,2349.6901412738,76.8960981862,5521043.759999168
12106.6539520481,`0205 06041 CA Marin,`0002 Cropland,2,8739.9990871125,72.1916982325,76387584.04272807
6000.8459185713,`0205 06041 CA Marin,`0003  Pasture (improved through cultural practices),1,6150.1432098152,102.487937422,37824261.50123603
141431.8945962341,`0205 06041 CA Marin,`0009 Rangeland,25,29298.7784122962,20.7158212056,858418416.4528358
2296.7787123716,`0205 06041 CA Marin,`0010 Developed,1,2518.9897130989,109.6748981315,6345309.174698114
30211.6551765925,`0205 06041 CA Marin,"`0011 Cultural (business, residential, other intense human activity)",7,13678.1217294972,45.2743209518,187091014.04694256
1779.0991273544,`0205 06041 CA Marin,"`0012 Rights-of-way (improved road, railway, power line)",5,1133.1111410183,63.6901633864,1283940.857899867
16546.3800176587,`0205 06041 CA Marin,`0019 Nonforest,3,10355.1762780151,62.5827296784,107229675.74876675
99267.339213538,`0205 06041 CA Marin,`0020 Forest (presnfcd is null),18,24372.258053238,24.5521419697,594006962.6136233
214527.8341024392,`0205 06041 CA Marin,`0023 Census water (presnfcd is null),35,36072.1357070756,16.814664567,1301198974.4696753
222970.178093184,`0206 06043 CA Mariposa,`0009 Rangeland,38,36239.2392321672,16.2529534407,1313282460.1262436
10102.6276715165,`0206 06043 CA Mariposa,"`0011 Cultural (business, residential, other intense human activity)",3,7047.1774542629,69.7558861259,49662710.071871504
8395.2151827966,`0206 06043 CA Mariposa,"`0012 Rights-of-way (improved road, railway, power line)",10,3175.778053117,37.8284294562,10085566.242659587
12955.621156137,`0206 06043 CA Mariposa,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",2,9215.2886376095,71.1296550474,84921544.67445534
8429.1828988931,`0206 06043 CA Mariposa,`0016 Nonvegetated,2,6798.6441709633,80.6560286153,46221562.56337321
82732.5969028777,`0206 06043 CA Mariposa,`0019 Nonforest,12,21739.0427267313,26.2762726429,472585978.6746507
672649.2898668415,`0206 06043 CA Mariposa,`0020 Forest (presnfcd is null),106,61611.1443142751,9.1594751147,3795933103.7144265
729.3208940122,`0206 06043 CA Mariposa,`0022 Noncensus water (presnfcd is null),2,502.4704351305,68.8956588596,252476.5381802288
128.1485609631,`0207 06045 CA Mendocino,`0001 Agricultural land,1,110.8436475597,86.4962093422,12286.3142043328
22279.9056537146,`0207 06045 CA Mendocino,`0002 Cropland,3,12170.5577363717,54.625714873,148122475.6143564
25068.9667613309,`0207 06045 CA Mendocino,`0003  Pasture (improved through cultural practices),4,12687.433154895,50.610115988,160970960.05993015
297517.9474592043,`0207 06045 CA Mendocino,`0009 Rangeland,56,40825.3297986476,13.7219721188,1666707553.1683445
6782.4529679462,`0207 06045 CA Mendocino,`0010 Developed,1,6375.0158305979,93.9927760757,40640826.840374455
41148.3199588438,`0207 06045 CA Mendocino,"`0011 Cultural (business, residential, other intense human activity)",9,15726.6437360286,38.2194066532,247327323.19996703
35024.8166845477,`0207 06045 CA Mendocino,"`0012 Rights-of-way (improved road, railway, power line)",42,9939.3989750217,28.3781613036,98791651.98466332
7142.8140162389,`0207 06045 CA Mendocino,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",2,5942.6650906548,83.1978135948,35315268.37968689
1742.0566688134,`0207 06045 CA Mendocino,`0016 Nonvegetated,1,2064.7395094209,118.5230966583,4263149.241763747
61081.5671164851,`0207 06045 CA Mendocino,`0019 Nonforest,12,18604.6983666363,30.4587770827,346134801.3135187
1696510.4579175063,`0207 06045 CA Mendocino,`0020 Forest (presnfcd is null),268,93121.754404768,5.4890174104,8671661143.421919
5316.976768649,`0207 06045 CA Mendocino,`0022 Noncensus water (presnfcd is null),3,3306.5994061014,62.1894649907,10933599.63243024
237032.0559963052,`0207 06045 CA Mendocino,`0023 Census water (presnfcd is null),39,37822.9576488966,15.9568955726,1430576125.3102267
159232.5320501271,`0208 06047 CA Merced,`0001 Agricultural land,26,31654.7208386669,19.8795562886,1002021351.3739338
412024.081538885,`0208 06047 CA Merced,`0002 Cropland,68,50525.188896691,12.2626786056,2552794713.0463123
6036.2517119706,`0208 06047 CA Merced,`0003  Pasture (improved through cultural practices),1,6170.9351818314,102.231243432,38080441.01836451
12001.6918371427,`0208 06047 CA Merced,`0004 Idle farmland,2,8695.772246064,72.4545536085,75616454.95541717
476848.1820141203,`0208 06047 CA Merced,`0009 Rangeland,81,54030.1567462868,11.3306831785,2919257838.028326
6000.8459185713,`0208 06047 CA Merced,`0010 Developed,1,6150.1432098152,102.487937422,37824261.50123603
48219.2021089661,`0208 06047 CA Merced,"`0011 Cultural (business, residential, other intense human activity)",8,17407.3027266167,36.1003541437,303014188.21607816
54598.6637062852,`0208 06047 CA Merced,"`0012 Rights-of-way (improved road, railway, power line)",10,18464.6753387836,33.8189143934,340944235.3666819
36036.8450100461,`0208 06047 CA Merced,`0017 Wetland,6,15069.5012666834,41.8169272656,227089868.4265724
6000.8459185713,`0208 06047 CA Merced,`0019 Nonforest,1,6150.1432098152,102.487937422,37824261.50123603
31499.6033885976,`0208 06047 CA Merced,`0020 Forest (presnfcd is null),11,12515.9503397089,39.7336759619,156649012.9060595
6000.8459185713,`0208 06047 CA Merced,`0022 Noncensus water (presnfcd is null),1,6150.1432098152,102.487937422,37824261.50123603
6335.5075723872,`0208 06047 CA Merced,`0023 Census water (presnfcd is null),2,6220.9878574906,98.192414521,38700689.92304542
18002.537755714,`0209 06049 CA Modoc,`0001 Agricultural land,3,10647.8439302304,59.1463496687,113376580.36254343
120986.1880293021,`0209 06049 CA Modoc,`0002 Cropland,20,27399.7242812883,22.6469853523,750744890.6906179
48663.3821079745,`0209 06049 CA Modoc,`0003  Pasture (improved through cultural practices),8,17500.4977019355,35.9623539176,306267419.8154495
6000.8459185713,`0209 06049 CA Modoc,`0004 Idle farmland,1,6150.1432098152,102.487937422,37824261.50123603
1072216.0789230473,`0209 06049 CA Modoc,`0009 Rangeland,193,70120.819196171,6.5398029907,4916929284.742104
6103.8565388749,`0209 06049 CA Modoc,`0010 Developed,1,6113.3128680146,100.1549238433,37372594.2222329
11934.8432529577,`0209 06049 CA Modoc,"`0012 Rights-of-way (improved road, railway, power line)",15,6216.7407377832,52.0890019753,38647865.4008129
32237.6203218993,`0209 06049 CA Modoc,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",6,13960.1862046176,43.3040220253,194886798.86759478
50326.0815728744,`0209 06049 CA Modoc,`0016 Nonvegetated,8,17899.3460923266,35.5667390206,320386590.5328887
11200.733547901,`0209 06049 CA Modoc,`0019 Nonforest,1,9082.5523715891,81.0889066573,82492757.58265923
1263267.469886306,`0209 06049 CA Modoc,`0020 Forest (presnfcd is null),224,68709.0997433235,5.4389985796,4720940387.537978
8084.0170511525,`0209 06049 CA Modoc,`0022 Noncensus water (presnfcd is null),3,6453.5665880893,79.8311847594,41648521.70690283
122829.6247335862,`0209 06049 CA Modoc,`0023 Census water (presnfcd is null),21,27559.3255472933,22.4370347195,759516424.6216916
12001.6918371427,`0210 06051 CA Mono,`0002 Cropland,2,8695.772246064,72.4545536085,75616454.95541717
6000.8459185713,`0210 06051 CA Mono,`0003  Pasture (improved through cultural practices),1,6150.1432098152,102.487937422,37824261.50123603
1095590.1336183085,`0210 06051 CA Mono,`0009 Rangeland,198,75705.0323809249,6.9099775598,5731251927.796892
9968.0219254877,`0210 06051 CA Mono,"`0012 Rights-of-way (improved road, railway, power line)",5,7628.7588430807,76.532324067,58197961.4858814
2558.3408648245,`0210 06051 CA Mono,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,3416.7927616747,133.5550242211,11674472.776232574
69467.9842189345,`0210 06051 CA Mono,`0016 Nonvegetated,12,21225.2560348066,30.5540117127,450511493.7430946
6105.8080334768,`0210 06051 CA Mono,`0017 Wetland,1,6209.9374023811,101.7054150464,38563322.54149204
745695.9712600755,`0210 06051 CA Mono,`0020 Forest (presnfcd is null),144,57644.8027710004,7.7303358195,3322923286.507537
2337.1938549273,`0210 06051 CA Mono,`0022 Noncensus water (presnfcd is null),2,2023.6081060336,86.5828096273,4094989.766804842
43877.1705562746,`0210 06051 CA Mono,`0023 Census water (presnfcd is null),8,16464.6538332443,37.5244201586,271084825.8485647
13185.3864673317,`0211 06053 CA Monterey,`0001 Agricultural land,2,9159.6338012627,69.468072278,83898891.37323338
272899.8880559613,`0211 06053 CA Monterey,`0002 Cropland,45,41253.9402384674,15.1168769369,1701887585.1990435
12001.6918371427,`0211 06053 CA Monterey,`0003  Pasture (improved through cultural practices),2,8695.772246064,72.4545536085,75616454.95541717
18257.4785895879,`0211 06053 CA Monterey,`0004 Idle farmland,3,10776.0016696592,59.0223979548,116122211.98449719
5696.2477972576,`0211 06053 CA Monterey,`0007 Maintained wildlife opening,1,5392.4515878931,94.6667311504,29078534.127771184
729371.4801026178,`0211 06053 CA Monterey,`0009 Rangeland,127,66222.1637731742,9.0793464757,4385374974.801102
19036.1686679104,`0211 06053 CA Monterey,`0010 Developed,3,10644.4151963719,55.9167938784,113303574.87275362
58806.4972468022,`0211 06053 CA Monterey,"`0011 Cultural (business, residential, other intense human activity)",10,19526.182336977,33.2041241209,381271796.65687233
14336.1442927618,`0211 06053 CA Monterey,"`0012 Rights-of-way (improved road, railway, power line)",16,6694.3392643943,46.6955349199,44814178.18681064
7312.9644863255,`0211 06053 CA Monterey,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,5943.3508469687,81.2714304586,35323419.290164076
6326.786626833,`0211 06053 CA Monterey,`0016 Nonvegetated,1,6392.4259246941,101.0374824019,40863109.20270063
389001.4445794005,`0211 06053 CA Monterey,`0019 Nonforest,62,48786.5746310982,12.5414893212,2380129864.235718
400414.2829387583,`0211 06053 CA Monterey,`0020 Forest (presnfcd is null),80,45886.6385085597,11.4597906378,2105583593.6152356
16096.9705879246,`0211 06053 CA Monterey,`0022 Noncensus water (presnfcd is null),4,8944.6755742428,55.5674468397,80007221.12845571
311965.1063633729,`0211 06053 CA Monterey,`0023 Census water (presnfcd is null),51,43139.5659992076,13.8283305149,1861022154.5999873
78622.8209458756,`0212 06055 CA Napa,`0002 Cropland,14,22042.8755105018,28.0362307601,485888360.7714802
7063.6416811847,`0212 06055 CA Napa,`0003  Pasture (improved through cultural practices),1,6686.9186797581,94.6667311504,44714881.42969727
95486.9102842952,`0212 06055 CA Napa,`0009 Rangeland,17,22576.1353105954,23.6431729159,509681885.56231445
6105.8080334768,`0212 06055 CA Napa,`0010 Developed,1,6209.9374023811,101.7054150464,38563322.54149204
43467.2474984982,`0212 06055 CA Napa,"`0011 Cultural (business, residential, other intense human activity)",8,15996.8391615705,36.8020523087,255898863.1611561
2327.9121323363,`0212 06055 CA Napa,"`0012 Rights-of-way (improved road, railway, power line)",6,963.0097774881,41.3679607624,927387.8315377134
18465.4913630366,`0212 06055 CA Napa,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",3,10886.2733945907,58.9546911077,118510948.42177272
88489.3373122596,`0212 06055 CA Napa,`0019 Nonforest,15,23285.4031540726,26.3143604205,542210000.0476954
221427.5778841205,`0212 06055 CA Napa,`0020 Forest (presnfcd is null),42,34778.9578116173,15.706696584,1209575906.462256
18388.1000659234,`0212 06055 CA Napa,`0023 Census water (presnfcd is null),3,10757.5663428095,58.5028703577,115725233.61994864
5231.0828187944,`0213 06057 CA Nevada,`0002 Cropland,1,5071.0884860691,96.9414681765,25715938.433543004
67364.9375321754,`0213 06057 CA Nevada,`0009 Rangeland,13,20003.6280911087,29.6944209019,400145136.8073928
9762.0766625054,`0213 06057 CA Nevada,`0010 Developed,3,5472.784022305,56.0616783858,29951364.954796627
104738.3598434397,`0213 06057 CA Nevada,"`0011 Cultural (business, residential, other intense human activity)",15,25177.5679641607,24.0385356442,633909928.5899315
13031.6264132489,`0213 06057 CA Nevada,"`0012 Rights-of-way (improved road, railway, power line)",18,4442.4259797414,34.0895743852,19735148.585481722
421586.8375168125,`0213 06057 CA Nevada,`0020 Forest (presnfcd is null),70,48817.4457862491,11.5794520706,2383143013.0933666
798.2963622299,`0213 06057 CA Nevada,`0022 Noncensus water (presnfcd is null),2,700.7127786676,87.7760205133,490998.3981881091
12258.7333772822,`0213 06057 CA Nevada,`0023 Census water (presnfcd is null),2,8788.4884090751,71.691651483,77237528.51644741
5980.3963983665,`0214 06059 CA Orange,`0002 Cropland,1,6138.7134410441,102.6472667049,37683802.711255416
65984.2784764599,`0214 06059 CA Orange,`0009 Rangeland,12,19979.6565812957,30.2794196476,399186677.1065115
32921.6382751394,`0214 06059 CA Orange,`0010 Developed,5,14546.5774042253,44.1854602819,211602914.17711914
255313.7272834803,`0214 06059 CA Orange,"`0011 Cultural (business, residential, other intense human activity)",43,39782.7839933647,15.5819212765,1582669902.262711
24201.6337436679,`0214 06059 CA Orange,"`0012 Rights-of-way (improved road, railway, power line)",6,12165.8318484913,50.2686387925,148007464.5657641
10255.9623918168,`0214 06059 CA Orange,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",2,8268.1819171379,80.6182940348,68362832.21488646
123088.8578343538,`0214 06059 CA Orange,`0019 Nonforest,20,27020.3529994586,21.9519081376,730099476.2153515
2197.2910311993,`0214 06059 CA Orange,`0020 Forest (presnfcd is null),1,2234.7639630575,101.7054150464,4994169.970580433
104199.2337068991,`0214 06059 CA Orange,`0023 Census water (presnfcd is null),17,25404.3099539899,24.3805151441,645378964.2383922
12001.6918371427,`0215 06061 CA Placer,`0001 Agricultural land,2,8695.772246064,72.4545536085,75616454.95541717
37160.9893332741,`0215 06061 CA Placer,`0002 Cropland,6,15307.0649122802,41.1912201126,234306236.22875878
6000.8459185713,`0215 06061 CA Placer,`0003  Pasture (improved through cultural practices),1,6150.1432098152,102.487937422,37824261.50123603
116948.1462701129,`0215 06061 CA Placer,`0009 Rangeland,21,26673.097544324,22.8076274785,711454132.6090248
16925.3692523579,`0215 06061 CA Placer,`0010 Developed,3,10047.3900834915,59.362900352,100950047.489844
111064.9258610233,`0215 06061 CA Placer,"`0011 Cultural (business, residential, other intense human activity)",19,25628.6699377147,23.0753946298,656828722.7763224
11256.3878238872,`0215 06061 CA Placer,"`0012 Rights-of-way (improved road, railway, power line)",21,3138.9507369347,27.8859505025,9853011.728902832
606446.6137565675,`0215 06061 CA Placer,`0020 Forest (presnfcd is null),110,57927.8625442266,9.5520135211,3355637258.9428105
3249.9821705904,`0215 06061 CA Placer,`0022 Noncensus water (presnfcd is null),3,2264.0142733348,69.6623598068,5125760.6298638135
42905.5668204878,`0215 06061 CA Placer,`0023 Census water (presnfcd is null),7,16395.1921713594,38.2122726404,268802326.3358037
